object_type,entry_time,exit_time,zone_of_entrance,zone_of_exit,camera_id
male,05.09.2025 10:20:38,05.09.2025 10:25:47,Entrance 1,None,1
male,05.09.2025 10:17:23,05.09.2025 10:25:59,Entrance 1,None,2
female,05.09.2025 10:17:26,05.09.2025 10:26:13,Entrance 2,Entrance 2,1
male,05.09.2025 10:22:10,05.09.2025 10:27:07,Entrance 2,Entrance 2,1
male,05.09.2025 10:21:44,05.09.2025 10:27:35,Entrance 2,Entrance 2,1
female,05.09.2025 10:24:24,05.09.2025 10:27:37,Entrance 1,Entrance 1,1
male,05.09.2025 10:19:05,05.09.2025 10:27:43,Entrance 2,Entrance 1,1
female,05.09.2025 10:24:29,05.09.2025 10:28:19,Entrance 1,Entrance 1,1
female,05.09.2025 10:25:10,05.09.2025 10:29:52,Entrance 1,Entrance 1,2
male,05.09.2025 10:24:06,05.09.2025 10:29:59,Entrance 2,Entrance 2,1
male,05.09.2025 10:24:08,05.09.2025 10:30:54,Entrance 2,Entrance 2,1
female,05.09.2025 10:27:52,05.09.2025 10:32:00,Entrance 1,Entrance 1,1
male,05.09.2025 10:27:30,05.09.2025 10:32:02,Entrance 1,Entrance 1,2
male,05.09.2025 10:29:11,05.09.2025 10:32:11,None,Entrance 1,1
male,05.09.2025 10:28:23,05.09.2025 10:32:26,Entrance 1,Entrance 2,1
male,05.09.2025 10:29:07,05.09.2025 10:33:39,Entrance 2,None,1
male,05.09.2025 10:27:03,05.09.2025 10:33:42,Entrance 1,Entrance 1,2
male,05.09.2025 10:25:53,05.09.2025 10:33:58,Entrance 1,Entrance 2,1
female,05.09.2025 10:28:19,05.09.2025 10:35:01,Entrance 1,Entrance 2,1
female,05.09.2025 10:29:48,05.09.2025 10:35:15,Entrance 1,Entrance 1,1
female,05.09.2025 10:29:13,05.09.2025 10:35:19,Entrance 2,Entrance 2,1
male,05.09.2025 10:31:00,05.09.2025 10:35:19,Entrance 1,Entrance 2,1
male,05.09.2025 10:32:09,05.09.2025 10:35:27,Entrance 1,Entrance 1,1
female,05.09.2025 10:31:10,05.09.2025 10:35:28,Entrance 1,Entrance 1,2
male,05.09.2025 10:30:58,05.09.2025 10:35:34,Entrance 1,Entrance 1,2
car,05.09.2025 08:51:30,05.09.2025 10:35:41,None,None,1
female,05.09.2025 10:30:56,05.09.2025 10:35:51,None,Entrance 2,1
male,05.09.2025 10:27:23,05.09.2025 10:36:11,Entrance 2,Entrance 2,1
female,05.09.2025 10:29:28,05.09.2025 10:36:15,Entrance 1,Entrance 1,2
female,05.09.2025 10:32:01,05.09.2025 10:36:35,Entrance 1,Entrance 1,1
car,05.09.2025 10:07:35,05.09.2025 10:36:54,None,None,1
female,05.09.2025 10:32:31,05.09.2025 10:37:37,Entrance 2,Entrance 2,1
male,05.09.2025 10:27:45,05.09.2025 10:37:45,Entrance 1,Entrance 1,2
female,05.09.2025 10:32:04,05.09.2025 10:38:18,Entrance 1,Entrance 1,2
male,05.09.2025 10:30:42,05.09.2025 10:38:23,Entrance 1,Entrance 2,1
male,05.09.2025 10:32:29,05.09.2025 10:38:31,Entrance 2,Entrance 1,1
female,05.09.2025 10:29:29,05.09.2025 10:38:46,Entrance 1,Entrance 1,2
female,05.09.2025 10:36:53,05.09.2025 10:39:53,Entrance 1,Entrance 1,2
female,05.09.2025 10:31:05,05.09.2025 10:40:02,Entrance 1,Entrance 1,1
female,05.09.2025 10:36:03,05.09.2025 10:41:33,Entrance 1,Entrance 1,2
male,05.09.2025 10:37:09,05.09.2025 10:42:03,Entrance 2,Entrance 2,1
female,05.09.2025 10:39:15,05.09.2025 10:42:15,Entrance 1,Entrance 2,1
male,05.09.2025 10:36:29,05.09.2025 10:43:43,Entrance 1,Entrance 1,1
male,05.09.2025 10:40:44,05.09.2025 10:43:44,None,Entrance 2,1
male,05.09.2025 10:38:21,05.09.2025 10:43:57,Entrance 1,Entrance 1,2
female,05.09.2025 10:35:41,05.09.2025 10:45:41,Entrance 2,Entrance 2,1
male,05.09.2025 10:42:15,05.09.2025 10:46:18,None,Entrance 1,2
female,05.09.2025 10:40:14,05.09.2025 10:47:10,Entrance 1,None,2
female,05.09.2025 10:44:24,05.09.2025 10:47:24,Entrance 1,Entrance 1,2
car,05.09.2025 08:10:56,05.09.2025 10:48:43,None,None,1
male,05.09.2025 10:44:48,05.09.2025 10:48:54,Entrance 1,Entrance 1,2
female,05.09.2025 10:45:06,05.09.2025 10:49:28,Entrance 1,Entrance 1,2
male,05.09.2025 10:45:21,05.09.2025 10:50:12,Entrance 1,Entrance 1,2
female,05.09.2025 10:46:46,05.09.2025 10:50:18,Entrance 1,Entrance 1,2
male,05.09.2025 10:45:36,05.09.2025 10:50:42,Entrance 1,Entrance 1,2
male,05.09.2025 10:43:53,05.09.2025 10:50:47,Entrance 1,Entrance 1,2
female,05.09.2025 10:41:01,05.09.2025 10:51:01,Entrance 2,Entrance 1,1
female,05.09.2025 10:47:51,05.09.2025 10:52:52,Entrance 1,Entrance 1,2
female,05.09.2025 10:49:51,05.09.2025 10:54:13,None,Entrance 1,2
male,05.09.2025 10:51:28,05.09.2025 10:55:50,Entrance 1,Entrance 1,2
female,05.09.2025 10:49:51,05.09.2025 10:58:48,Entrance 1,Entrance 1,2
male,05.09.2025 10:55:30,05.09.2025 11:01:19,Entrance 1,Entrance 1,2
male,05.09.2025 10:54:52,05.09.2025 11:04:08,Entrance 1,Entrance 1,2
female,05.09.2025 10:54:31,05.09.2025 11:04:31,Entrance 1,Entrance 1,2
male,05.09.2025 10:58:21,05.09.2025 11:05:14,Entrance 1,Entrance 1,2
male,05.09.2025 11:00:00,05.09.2025 11:05:19,Entrance 1,Entrance 1,1
male,05.09.2025 11:02:16,05.09.2025 11:05:25,Entrance 1,Entrance 1,1
male,05.09.2025 11:01:45,05.09.2025 11:05:43,Entrance 1,Entrance 2,1
male,05.09.2025 11:03:04,05.09.2025 11:06:12,Entrance 1,Entrance 1,2
male,05.09.2025 11:02:35,05.09.2025 11:06:25,None,None,2
male,05.09.2025 11:00:29,05.09.2025 11:07:07,Entrance 2,Entrance 1,1
male,05.09.2025 11:03:21,05.09.2025 11:07:56,Entrance 1,Entrance 2,1
male,05.09.2025 11:01:12,05.09.2025 11:08:12,Entrance 1,Entrance 1,1
female,05.09.2025 11:03:02,05.09.2025 11:08:14,Entrance 1,Entrance 1,2
male,05.09.2025 11:00:08,05.09.2025 11:08:42,Entrance 2,Entrance 1,1
male,05.09.2025 11:05:20,05.09.2025 11:08:54,Entrance 1,None,1
male,05.09.2025 11:05:54,05.09.2025 11:09:10,Entrance 1,Entrance 1,2
female,05.09.2025 11:06:37,05.09.2025 11:09:48,Entrance 1,Entrance 2,1
female,05.09.2025 11:04:33,05.09.2025 11:10:37,Entrance 1,None,1
male,05.09.2025 11:00:40,05.09.2025 11:10:40,Entrance 2,Entrance 2,1
female,05.09.2025 11:01:54,05.09.2025 11:11:54,Entrance 2,Entrance 2,1
female,05.09.2025 11:06:38,05.09.2025 11:12:36,Entrance 1,Entrance 1,1
female,05.09.2025 11:10:22,05.09.2025 11:14:01,None,Entrance 1,2
car,05.09.2025 07:38:24,05.09.2025 11:14:39,None,None,2
male,05.09.2025 11:11:36,05.09.2025 11:16:47,Entrance 1,Entrance 1,2
male,05.09.2025 11:13:15,05.09.2025 11:17:22,Entrance 1,Entrance 1,1
female,05.09.2025 11:14:04,05.09.2025 11:17:52,Entrance 1,Entrance 2,1
male,05.09.2025 11:15:15,05.09.2025 11:18:32,Entrance 1,Entrance 2,1
male,05.09.2025 11:11:22,05.09.2025 11:19:16,Entrance 2,Entrance 2,1
male,05.09.2025 11:14:42,05.09.2025 11:19:48,Entrance 1,Entrance 1,2
female,05.09.2025 11:14:41,05.09.2025 11:20:03,Entrance 1,None,2
female,05.09.2025 11:13:49,05.09.2025 11:20:18,Entrance 1,Entrance 2,1
female,05.09.2025 11:10:50,05.09.2025 11:20:50,Entrance 2,Entrance 1,1
male,05.09.2025 11:16:05,05.09.2025 11:20:52,Entrance 1,Entrance 1,1
male,05.09.2025 11:15:18,05.09.2025 11:21:21,Entrance 2,Entrance 2,1
male,05.09.2025 11:18:07,05.09.2025 11:21:23,Entrance 1,Entrance 1,1
female,05.09.2025 11:16:42,05.09.2025 11:22:20,Entrance 1,Entrance 1,1
female,05.09.2025 11:17:00,05.09.2025 11:22:53,Entrance 2,Entrance 1,1
male,05.09.2025 11:17:43,05.09.2025 11:23:38,Entrance 2,Entrance 1,1
female,05.09.2025 11:16:52,05.09.2025 11:23:40,Entrance 1,Entrance 1,2
female,05.09.2025 11:20:04,05.09.2025 11:23:57,Entrance 1,Entrance 1,2
male,05.09.2025 11:17:50,05.09.2025 11:24:45,Entrance 1,Entrance 1,1
male,05.09.2025 11:20:40,05.09.2025 11:25:44,Entrance 1,Entrance 1,2
male,05.09.2025 11:22:53,05.09.2025 11:25:53,None,Entrance 2,1
female,05.09.2025 11:19:06,05.09.2025 11:26:23,Entrance 2,Entrance 2,1
male,05.09.2025 11:24:15,05.09.2025 11:27:15,Entrance 1,Entrance 2,1
female,05.09.2025 11:24:10,05.09.2025 11:28:46,Entrance 1,Entrance 2,1
male,05.09.2025 11:24:31,05.09.2025 11:28:59,Entrance 1,Entrance 1,2
female,05.09.2025 11:19:24,05.09.2025 11:29:24,Entrance 2,Entrance 2,1
male,05.09.2025 11:20:45,05.09.2025 11:30:45,Entrance 1,Entrance 2,1
female,05.09.2025 11:27:53,05.09.2025 11:31:14,None,Entrance 1,2
male,05.09.2025 11:28:00,05.09.2025 11:33:01,Entrance 1,Entrance 1,1
male,05.09.2025 11:33:35,05.09.2025 11:38:06,Entrance 1,Entrance 1,2
male,05.09.2025 11:31:28,05.09.2025 11:38:59,Entrance 1,Entrance 1,1
male,05.09.2025 11:34:01,05.09.2025 11:39:03,Entrance 1,None,2
female,05.09.2025 11:34:19,05.09.2025 11:39:40,Entrance 1,Entrance 1,2
male,05.09.2025 11:36:59,05.09.2025 11:41:26,Entrance 1,Entrance 1,2
female,05.09.2025 11:35:43,05.09.2025 11:43:01,Entrance 2,None,1
male,05.09.2025 11:34:30,05.09.2025 11:43:22,Entrance 1,Entrance 1,2
female,05.09.2025 11:37:02,05.09.2025 11:43:42,Entrance 1,Entrance 1,2
male,05.09.2025 11:38:41,05.09.2025 11:44:57,Entrance 1,Entrance 1,1
male,05.09.2025 11:37:24,05.09.2025 11:45:11,Entrance 1,Entrance 1,2
female,05.09.2025 11:38:39,05.09.2025 11:45:17,Entrance 1,Entrance 1,1
female,05.09.2025 11:36:57,05.09.2025 11:46:57,Entrance 2,Entrance 2,1
male,05.09.2025 11:37:31,05.09.2025 11:47:20,Entrance 1,Entrance 1,2
male,05.09.2025 11:43:01,05.09.2025 11:47:25,Entrance 1,Entrance 1,2
male,05.09.2025 11:43:09,05.09.2025 11:47:49,Entrance 1,Entrance 1,2
car,05.09.2025 10:42:49,05.09.2025 11:48:35,None,None,2
male,05.09.2025 11:44:31,05.09.2025 11:54:17,Entrance 1,Entrance 1,2
male,05.09.2025 11:51:15,05.09.2025 11:54:52,Entrance 1,Entrance 1,2
male,05.09.2025 11:49:29,05.09.2025 11:55:43,Entrance 1,Entrance 1,2
car,05.09.2025 11:23:11,05.09.2025 11:59:16,None,None,2
male,05.09.2025 12:00:15,05.09.2025 12:04:16,Entrance 1,Entrance 2,1
female,05.09.2025 12:02:31,05.09.2025 12:05:31,Entrance 1,Entrance 1,2
female,05.09.2025 12:05:25,05.09.2025 12:09:15,Entrance 1,Entrance 1,1
car,05.09.2025 11:24:56,05.09.2025 12:09:33,None,None,2
male,05.09.2025 12:05:14,05.09.2025 12:10:19,None,Entrance 1,1
car,05.09.2025 11:06:03,05.09.2025 12:12:04,None,None,1
male,05.09.2025 12:04:55,05.09.2025 12:12:50,Entrance 2,Entrance 1,1
male,05.09.2025 12:08:26,05.09.2025 12:13:55,Entrance 2,Entrance 2,1
female,05.09.2025 12:13:55,05.09.2025 12:19:28,Entrance 2,Entrance 2,1
female,05.09.2025 12:19:00,05.09.2025 12:22:00,None,Entrance 1,2
car,05.09.2025 11:42:59,05.09.2025 12:22:58,None,None,2
female,05.09.2025 12:21:26,05.09.2025 12:24:26,Entrance 1,Entrance 1,1
female,05.09.2025 12:19:41,05.09.2025 12:27:01,Entrance 1,Entrance 1,1
male,05.09.2025 12:25:16,05.09.2025 12:28:16,Entrance 1,Entrance 2,1
male,05.09.2025 12:24:20,05.09.2025 12:29:07,Entrance 1,Entrance 1,2
male,05.09.2025 12:22:07,05.09.2025 12:29:54,Entrance 1,Entrance 1,2
male,05.09.2025 12:25:45,05.09.2025 12:30:03,Entrance 2,Entrance 1,1
male,05.09.2025 12:25:39,05.09.2025 12:31:14,Entrance 2,Entrance 1,1
car,05.09.2025 12:02:05,05.09.2025 12:33:29,None,None,2
male,05.09.2025 12:25:09,05.09.2025 12:33:48,Entrance 1,Entrance 1,2
female,05.09.2025 12:31:29,05.09.2025 12:36:33,Entrance 1,Entrance 1,2
male,05.09.2025 12:31:48,05.09.2025 12:36:58,Entrance 1,Entrance 1,2
female,05.09.2025 12:35:05,05.09.2025 12:38:05,Entrance 1,Entrance 1,1
car,05.09.2025 11:33:51,05.09.2025 12:39:56,None,None,2
male,05.09.2025 12:42:28,05.09.2025 12:46:28,Entrance 1,Entrance 1,2
car,05.09.2025 11:32:56,05.09.2025 12:48:16,None,None,1
car,05.09.2025 11:30:47,05.09.2025 12:51:59,None,None,2
male,05.09.2025 12:54:07,05.09.2025 12:58:23,Entrance 1,Entrance 1,2
male,05.09.2025 12:54:16,05.09.2025 12:58:36,Entrance 1,Entrance 1,1
female,05.09.2025 12:51:06,05.09.2025 12:58:58,Entrance 2,Entrance 2,1
female,05.09.2025 12:52:47,05.09.2025 12:59:39,Entrance 2,Entrance 2,1
male,05.09.2025 12:56:21,05.09.2025 13:01:53,Entrance 1,Entrance 1,1
male,05.09.2025 12:58:28,05.09.2025 13:02:16,Entrance 1,Entrance 1,2
car,05.09.2025 11:52:31,05.09.2025 13:02:52,None,None,1
male,05.09.2025 12:56:54,05.09.2025 13:03:03,Entrance 1,None,2
male,05.09.2025 12:54:49,05.09.2025 13:03:53,Entrance 2,Entrance 1,1
female,05.09.2025 13:01:56,05.09.2025 13:06:42,Entrance 1,Entrance 1,2
male,05.09.2025 13:06:59,05.09.2025 13:11:41,Entrance 1,Entrance 1,1
male,05.09.2025 13:09:18,05.09.2025 13:12:18,None,Entrance 1,2
female,05.09.2025 13:09:33,05.09.2025 13:15:56,Entrance 1,Entrance 2,1
male,05.09.2025 13:09:53,05.09.2025 13:15:57,Entrance 2,Entrance 2,1
female,05.09.2025 13:09:47,05.09.2025 13:16:14,Entrance 2,Entrance 2,1
car,05.09.2025 12:06:44,05.09.2025 13:19:26,None,None,2
female,05.09.2025 13:18:55,05.09.2025 13:23:49,Entrance 2,Entrance 1,1
male,05.09.2025 13:22:14,05.09.2025 13:25:41,None,Entrance 1,2
female,05.09.2025 13:29:32,05.09.2025 13:32:32,Entrance 1,Entrance 2,1
female,05.09.2025 13:32:00,05.09.2025 13:37:53,Entrance 1,Entrance 1,2
male,05.09.2025 13:40:33,05.09.2025 13:47:25,Entrance 1,Entrance 1,2
car,05.09.2025 12:39:35,05.09.2025 13:47:49,None,None,2
female,05.09.2025 13:45:11,05.09.2025 13:48:29,Entrance 1,Entrance 2,1
male,05.09.2025 13:39:07,05.09.2025 13:49:07,Entrance 2,Entrance 2,1
male,05.09.2025 13:43:34,05.09.2025 13:50:35,Entrance 1,Entrance 1,1
car,05.09.2025 12:54:05,05.09.2025 13:50:37,None,None,1
female,05.09.2025 13:44:42,05.09.2025 13:52:47,Entrance 2,Entrance 1,1
male,05.09.2025 13:46:07,05.09.2025 13:55:03,Entrance 2,Entrance 2,1
female,05.09.2025 13:52:19,05.09.2025 13:57:14,Entrance 1,Entrance 1,2
male,05.09.2025 13:53:01,05.09.2025 13:57:25,Entrance 1,Entrance 1,2
car,05.09.2025 12:27:51,05.09.2025 13:58:09,None,None,1
car,05.09.2025 12:34:58,05.09.2025 13:59:32,None,None,1
car,05.09.2025 11:17:25,05.09.2025 14:01:08,None,None,1
female,05.09.2025 13:59:30,05.09.2025 14:03:16,Entrance 1,Entrance 1,2
male,05.09.2025 14:02:07,05.09.2025 14:05:58,Entrance 1,None,2
female,05.09.2025 14:07:51,05.09.2025 14:11:17,Entrance 1,Entrance 1,2
male,05.09.2025 14:06:22,05.09.2025 14:13:15,Entrance 1,Entrance 1,1
car,05.09.2025 12:21:45,05.09.2025 14:16:12,None,None,1
female,05.09.2025 14:16:48,05.09.2025 14:22:59,Entrance 1,Entrance 1,2
male,05.09.2025 14:16:58,05.09.2025 14:23:21,Entrance 2,Entrance 1,1
male,05.09.2025 14:17:23,05.09.2025 14:23:37,Entrance 1,Entrance 1,2
male,05.09.2025 14:20:50,05.09.2025 14:24:35,Entrance 2,Entrance 2,1
car,05.09.2025 13:22:57,05.09.2025 14:24:43,None,None,2
male,05.09.2025 14:20:10,05.09.2025 14:25:31,Entrance 1,Entrance 1,1
female,05.09.2025 14:27:39,05.09.2025 14:30:39,Entrance 1,Entrance 1,1
female,05.09.2025 14:24:52,05.09.2025 14:30:46,Entrance 1,Entrance 2,1
female,05.09.2025 14:25:34,05.09.2025 14:31:34,None,Entrance 1,1
male,05.09.2025 14:31:25,05.09.2025 14:36:05,Entrance 1,Entrance 2,1
car,05.09.2025 12:02:01,05.09.2025 14:37:32,None,None,1
female,05.09.2025 14:34:39,05.09.2025 14:41:14,Entrance 1,Entrance 1,2
male,05.09.2025 14:41:59,05.09.2025 14:48:11,Entrance 1,Entrance 1,1
male,05.09.2025 14:40:59,05.09.2025 14:49:03,Entrance 2,Entrance 2,1
male,05.09.2025 14:46:17,05.09.2025 14:51:59,Entrance 1,Entrance 1,2
female,05.09.2025 14:49:15,05.09.2025 14:53:34,Entrance 1,Entrance 2,1
car,05.09.2025 12:16:31,05.09.2025 14:54:35,None,None,2
male,05.09.2025 14:52:10,05.09.2025 14:55:37,None,Entrance 1,1
female,05.09.2025 14:58:13,05.09.2025 15:01:13,Entrance 1,Entrance 1,1
male,05.09.2025 14:51:29,05.09.2025 15:01:29,Entrance 2,Entrance 2,1
female,05.09.2025 15:00:48,05.09.2025 15:04:08,None,Entrance 1,2
car,05.09.2025 14:29:39,05.09.2025 15:04:29,None,None,2
female,05.09.2025 14:54:43,05.09.2025 15:04:43,Entrance 2,Entrance 2,1
male,05.09.2025 15:02:48,05.09.2025 15:05:59,Entrance 1,Entrance 1,1
car,05.09.2025 13:11:59,05.09.2025 15:09:08,None,None,1
male,05.09.2025 15:06:13,05.09.2025 15:10:48,Entrance 1,Entrance 1,2
male,05.09.2025 15:09:24,05.09.2025 15:14:05,Entrance 2,Entrance 1,1
male,05.09.2025 15:12:13,05.09.2025 15:15:21,Entrance 1,Entrance 1,1
car,05.09.2025 10:54:14,05.09.2025 15:15:26,None,None,1
female,05.09.2025 15:12:51,05.09.2025 15:15:51,Entrance 1,Entrance 2,1
male,05.09.2025 15:08:18,05.09.2025 15:17:34,Entrance 1,Entrance 1,2
car,05.09.2025 12:03:07,05.09.2025 15:21:11,None,None,2
female,05.09.2025 15:16:43,05.09.2025 15:22:42,Entrance 1,Entrance 2,1
male,05.09.2025 15:16:06,05.09.2025 15:23:35,Entrance 1,Entrance 1,2
male,05.09.2025 15:17:16,05.09.2025 15:24:58,Entrance 1,Entrance 2,1
female,05.09.2025 15:24:59,05.09.2025 15:29:02,Entrance 1,Entrance 1,2
female,05.09.2025 15:26:15,05.09.2025 15:29:18,Entrance 1,Entrance 1,2
male,05.09.2025 15:21:08,05.09.2025 15:31:08,Entrance 2,Entrance 2,1
male,05.09.2025 15:29:43,05.09.2025 15:34:03,Entrance 2,Entrance 1,1
female,05.09.2025 15:29:38,05.09.2025 15:34:36,Entrance 1,Entrance 1,1
car,05.09.2025 12:10:59,05.09.2025 15:36:39,None,None,1
male,05.09.2025 15:28:11,05.09.2025 15:38:08,Entrance 2,Entrance 2,1
female,05.09.2025 15:36:22,05.09.2025 15:42:37,Entrance 2,Entrance 1,1
female,05.09.2025 15:38:13,05.09.2025 15:43:48,None,Entrance 1,1
female,05.09.2025 15:36:19,05.09.2025 15:43:51,Entrance 2,Entrance 1,1
car,05.09.2025 15:06:07,05.09.2025 15:44:21,None,None,2
female,05.09.2025 15:39:10,05.09.2025 15:47:35,Entrance 2,Entrance 1,1
female,05.09.2025 15:44:48,05.09.2025 15:48:00,Entrance 1,Entrance 2,1
female,05.09.2025 15:45:50,05.09.2025 15:49:59,Entrance 1,Entrance 1,2
male,05.09.2025 15:43:33,05.09.2025 15:50:52,Entrance 2,Entrance 1,1
male,05.09.2025 15:46:18,05.09.2025 15:51:46,Entrance 1,Entrance 2,1
male,05.09.2025 15:49:36,05.09.2025 15:54:12,Entrance 1,None,1
female,05.09.2025 15:49:25,05.09.2025 15:55:38,Entrance 2,Entrance 1,1
male,05.09.2025 15:51:11,05.09.2025 15:55:40,Entrance 1,Entrance 2,1
car,05.09.2025 15:17:21,05.09.2025 15:57:15,None,None,1
male,05.09.2025 15:49:07,05.09.2025 15:57:52,Entrance 2,Entrance 1,1
female,05.09.2025 15:54:34,05.09.2025 15:58:07,Entrance 1,Entrance 1,1
car,05.09.2025 15:20:32,05.09.2025 16:00:24,None,None,1
car,05.09.2025 15:02:27,05.09.2025 16:02:03,None,None,1
female,05.09.2025 15:55:19,05.09.2025 16:02:35,Entrance 1,Entrance 1,2
car,05.09.2025 12:13:54,05.09.2025 16:04:49,None,None,1
male,05.09.2025 15:54:54,05.09.2025 16:04:54,Entrance 2,Entrance 2,1
male,05.09.2025 15:57:34,05.09.2025 16:07:34,Entrance 2,Entrance 1,1
male,05.09.2025 16:04:02,05.09.2025 16:09:10,Entrance 1,Entrance 2,1
male,05.09.2025 16:05:01,05.09.2025 16:09:21,None,Entrance 2,1
male,05.09.2025 16:08:29,05.09.2025 16:11:29,None,Entrance 1,1
car,05.09.2025 15:03:28,05.09.2025 16:11:45,None,None,1
male,05.09.2025 16:05:27,05.09.2025 16:12:05,Entrance 1,Entrance 1,2
car,05.09.2025 15:18:56,05.09.2025 16:12:41,None,None,2
female,05.09.2025 16:05:17,05.09.2025 16:13:38,Entrance 2,Entrance 1,1
male,05.09.2025 16:04:26,05.09.2025 16:14:26,Entrance 1,Entrance 1,2
male,05.09.2025 16:07:46,05.09.2025 16:15:07,Entrance 1,Entrance 1,2
female,05.09.2025 16:11:00,05.09.2025 16:16:34,Entrance 1,Entrance 1,2
male,05.09.2025 16:15:46,05.09.2025 16:19:52,Entrance 1,Entrance 2,1
male,05.09.2025 16:14:35,05.09.2025 16:20:00,Entrance 1,Entrance 1,1
male,05.09.2025 16:20:10,05.09.2025 16:23:34,Entrance 1,Entrance 1,2
male,05.09.2025 16:20:53,05.09.2025 16:25:35,Entrance 1,Entrance 1,2
male,05.09.2025 16:16:35,05.09.2025 16:25:38,Entrance 1,Entrance 1,2
female,05.09.2025 16:17:11,05.09.2025 16:26:20,Entrance 2,Entrance 2,1
male,05.09.2025 16:19:14,05.09.2025 16:26:24,Entrance 2,Entrance 2,1
male,05.09.2025 16:21:32,05.09.2025 16:27:06,Entrance 1,Entrance 1,2
male,05.09.2025 16:24:20,05.09.2025 16:27:20,Entrance 1,Entrance 2,1
male,05.09.2025 16:23:20,05.09.2025 16:27:27,Entrance 1,Entrance 1,1
car,05.09.2025 15:24:02,05.09.2025 16:27:30,None,None,2
male,05.09.2025 16:24:00,05.09.2025 16:29:01,Entrance 1,Entrance 1,2
female,05.09.2025 16:27:03,05.09.2025 16:30:03,None,Entrance 1,2
female,05.09.2025 16:23:48,05.09.2025 16:30:05,Entrance 2,Entrance 1,1
male,05.09.2025 16:26:44,05.09.2025 16:32:32,Entrance 1,Entrance 1,2
male,05.09.2025 16:26:20,05.09.2025 16:33:26,Entrance 1,Entrance 1,2
male,05.09.2025 16:26:46,05.09.2025 16:33:44,Entrance 1,Entrance 2,1
car,05.09.2025 15:48:12,05.09.2025 16:35:15,None,None,2
female,05.09.2025 16:30:21,05.09.2025 16:35:36,Entrance 1,Entrance 1,2
male,05.09.2025 16:25:59,05.09.2025 16:35:59,Entrance 2,Entrance 2,1
male,05.09.2025 16:30:16,05.09.2025 16:37:21,Entrance 2,Entrance 1,1
male,05.09.2025 16:34:54,05.09.2025 16:37:54,Entrance 1,Entrance 2,1
female,05.09.2025 16:35:36,05.09.2025 16:40:03,Entrance 1,Entrance 2,1
male,05.09.2025 16:34:16,05.09.2025 16:40:46,Entrance 1,Entrance 1,2
male,05.09.2025 16:36:31,05.09.2025 16:41:42,Entrance 1,Entrance 2,1
female,05.09.2025 16:31:58,05.09.2025 16:41:58,Entrance 1,Entrance 2,1
male,05.09.2025 16:36:16,05.09.2025 16:44:06,Entrance 1,None,2
female,05.09.2025 16:41:12,05.09.2025 16:44:12,Entrance 1,Entrance 2,1
male,05.09.2025 16:41:34,05.09.2025 16:46:08,Entrance 1,Entrance 1,1
female,05.09.2025 16:40:13,05.09.2025 16:47:12,Entrance 1,Entrance 2,1
car,05.09.2025 16:12:40,05.09.2025 16:48:08,None,None,1
male,05.09.2025 16:39:55,05.09.2025 16:49:55,Entrance 2,Entrance 1,1
male,05.09.2025 16:46:37,05.09.2025 16:50:20,None,Entrance 2,1
male,05.09.2025 16:46:35,05.09.2025 16:50:47,Entrance 1,Entrance 2,1
female,05.09.2025 16:43:12,05.09.2025 16:52:00,Entrance 1,Entrance 1,2
male,05.09.2025 16:45:52,05.09.2025 16:52:22,Entrance 1,None,2
male,05.09.2025 16:44:58,05.09.2025 16:52:39,Entrance 2,Entrance 2,1
male,05.09.2025 16:50:39,05.09.2025 16:53:39,None,None,2
female,05.09.2025 16:44:05,05.09.2025 16:54:05,Entrance 1,Entrance 1,2
female,05.09.2025 16:50:03,05.09.2025 16:54:57,Entrance 1,None,2
female,05.09.2025 16:47:44,05.09.2025 16:55:05,Entrance 2,Entrance 2,1
male,05.09.2025 16:47:20,05.09.2025 16:55:20,Entrance 1,Entrance 1,2
male,05.09.2025 16:51:51,05.09.2025 16:57:28,Entrance 1,Entrance 1,2
male,05.09.2025 16:53:45,05.09.2025 17:00:34,Entrance 1,Entrance 2,1
female,05.09.2025 16:54:32,05.09.2025 17:00:37,Entrance 1,Entrance 1,2
male,05.09.2025 16:53:48,05.09.2025 17:03:48,Entrance 2,Entrance 2,1
male,05.09.2025 17:01:56,05.09.2025 17:05:01,Entrance 1,Entrance 2,1
male,05.09.2025 16:58:53,05.09.2025 17:05:05,Entrance 2,Entrance 1,1
male,05.09.2025 17:01:28,05.09.2025 17:05:53,Entrance 1,Entrance 2,1
female,05.09.2025 16:59:43,05.09.2025 17:06:28,Entrance 1,Entrance 2,1
female,05.09.2025 17:02:27,05.09.2025 17:07:12,Entrance 1,None,1
male,05.09.2025 17:01:36,05.09.2025 17:07:54,Entrance 1,Entrance 2,1
male,05.09.2025 17:01:37,05.09.2025 17:08:43,Entrance 1,Entrance 1,2
female,05.09.2025 17:06:25,05.09.2025 17:09:27,Entrance 1,Entrance 1,1
male,05.09.2025 17:02:03,05.09.2025 17:11:08,Entrance 2,Entrance 1,1
male,05.09.2025 17:06:11,05.09.2025 17:12:04,Entrance 2,Entrance 1,1
male,05.09.2025 17:08:46,05.09.2025 17:12:43,Entrance 1,Entrance 2,1
male,05.09.2025 17:04:04,05.09.2025 17:13:26,Entrance 2,Entrance 1,1
